,Codcir,Codmun,Municipio,Censo Total,Votos Totales,Votos Nulos,Votos Blancos
590,14,51,Pedroche,1.341,893,24,6
591,14,52,Peñarroya-Pueblonuevo,9.149,4.448,94,68
592,14,53,Posadas,5.907,3.533,92,71
593,14,54,Pozoblanco,13.726,9.297,314,115
594,14,55,Priego de Córdoba,18.427,11.569,274,185
595,14,56,Puente Genil,23.534,13.882,816,269
596,14,58,Rute,7.850,4.803,141,74
597,14,59,San Sebastián de los Ballesteros,682,477,6,13
598,14,61,Santa Eufemia,687,502,18,4
599,14,60,Santaella,4.826,3.121,92,52
600,14,62,Torrecampo,955,660,11,1
601,14,63,Valenzuela,1.003,655,14,7
602,14,64,Valsequillo,300,207,10,3
603,14,66,Villa del Río,5.780,3.411,91,51
604,14,67,Villafranca de Córdoba,3.866,2.673,62,42
605,14,68,Villaharta,534,356,3,8
606,14,69,Villanueva de Córdoba,7.372,4.471,94,43
607,14,70,Villanueva del Duque,1.280,857,14,8
608,14,71,Villanueva del Rey,900,478,15,12
609,14,72,Villaralto,1.010,659,13,3
610,14,73,Villaviciosa de Córdoba,2.803,1.683,67,32
611,14,75,Zuheros,560,411,9,1
612,14,990,Residentes Ausentes Córdoba,17.944,678,2,3
614,23,1,Albanchez de Mágina,909,693,5,0
615,23,2,Alcalá la Real,17.355,11.409,435,151
616,23,3,Alcaudete,8.599,5.481,96,45
617,23,4,Aldeaquemada,420,298,4,3
618,23,5,Andújar,29.960,17.649,402,280
619,23,6,Arjona,4.596,3.347,96,43
620,23,7,Arjonilla,3.028,2.015,26,25
621,23,8,Arquillos,1.449,931,32,13
622,23,905,Arroyo del Ojanco,1.824,1.091,10,5
623,23,9,Baeza,12.857,8.623,186,99
624,23,10,Bailén,14.238,8.216,209,131
625,23,11,Baños de la Encina,2.141,1.291,48,17
626,23,12,Beas de Segura,4.052,2.409,36,28
627,23,902,Bedmar y Garcíez,2.228,1.681,39,12
628,23,14,Begíjar,2.567,1.708,32,18
629,23,15,Bélmez de la Moraleda,1.328,875,16,9
630,23,16,Benatae,386,279,14,0
631,23,17,Cabra del Santo Cristo,1.484,1.081,29,7
632,23,18,Cambil,2.254,1.376,20,20
633,23,19,Campillo de Arenas,1.473,1.066,45,5
634,23,20,Canena,1.539,1.214,21,4
635,23,21,Carboneros,514,378,11,0
636,23,901,Cárcheles,1.138,829,14,9
637,23,25,Castellar,2.743,1.744,26,17
638,23,26,Castillo de Locubín,3.441,2.248,79,16
639,23,27,Cazalilla,726,529,4,6
640,23,28,Cazorla,6.140,3.855,79,37
641,23,29,Chiclana de Segura,803,502,9,1
642,23,30,Chilluévar,1.196,889,22,3
643,23,31,Escañuela,763,612,40,6
644,23,32,Espeluy,522,371,14,3
645,23,33,Frailes,1.319,909,24,20
646,23,34,Fuensanta de Martos,2.505,1.699,39,12
647,23,35,Fuerte del Rey,1.102,776,13,4
648,23,37,Génave,516,390,12,5
649,23,39,Guarromán,2.154,1.357,49,9
650,23,41,Higuera de Calatrava,493,350,3,2
651,23,42,Hinojares,281,196,2,2
652,23,43,Hornos,522,347,3,0
653,23,44,Huelma,4.714,3.175,95,25
654,23,45,Huesa,2.067,1.323,17,4
655,23,46,Ibros,2.335,1.742,35,8
656,23,48,Iznatoraf,823,550,5,2
657,23,49,Jabalquinto,1.745,1.099,38,14
658,23,50,Jaén,90.504,56.585,965,826
659,23,51,Jamilena,2.736,1.840,35,12
660,23,52,Jimena,1.111,876,21,5
661,23,53,Jódar,9.464,5.280,68,47
662,23,24,La Carolina,12.192,8.101,336,95
663,23,38,La Guardia de Jaén,3.718,2.455,51,23
664,23,47,La Iruela,1.597,1.069,9,10
665,23,72,La Puerta de Segura,1.904,1.257,24,12
666,23,40,Lahiguera,1.459,1.088,25,2
667,23,54,Larva,380,263,7,1
668,23,55,Linares,46.365,27.454,1.458,410
669,23,56,Lopera,3.050,2.025,85,21
670,23,99,Los Villares,4.792,3.015,88,37
671,23,57,Lupión,737,540,8,4
672,23,58,Mancha Real,8.797,5.597,110,78
673,23,59,Marmolejo,5.720,3.922,126,56
674,23,60,Martos,19.162,11.791,244,179
675,23,61,Mengíbar,7.674,4.478,146,51
676,23,62,Montizón,1.412,1.023,14,8
677,23,63,Navas de San Juan,3.763,2.354,56,28
678,23,64,Noalejo,1.674,1.263,17,7
679,23,65,Orcera,1.555,981,19,6
680,23,66,Peal de Becerro,4.303,3.135,77,24
681,23,67,Pegalajar,2.431,1.604,52,10
682,23,69,Porcuna,5.291,3.902,119,27
683,23,70,Pozo Alcón,3.793,1.961,24,9
684,23,71,Puente de Génave,1.717,1.137,21,9
685,23,73,Quesada,4.403,2.816,48,24
686,23,74,Rus,2.963,2.016,30,21
687,23,75,Sabiote,3.217,2.219,43,26
688,23,76,Santa Elena,772,582,9,3
689,23,77,Santiago de Calatrava,604,477,7,1
690,23,904,Santiago-Pontones,2.624,1.377,27,9
691,23,79,Santisteban del Puerto,3.650,2.456,55,35
692,23,80,Santo Tomé,1.719,1.125,24,7
693,23,81,Segura de la Sierra,1.475,970,24,11
694,23,82,Siles,1.873,1.200,14,11
695,23,84,Sorihuela del Guadalimar,903,557,15,2
696,23,85,Torreblascopedro,2.178,1.463,21,14
697,23,86,Torredelcampo,11.431,6.710,236,122
698,23,87,Torredonjimeno,11.180,7.275,199,106
699,23,88,Torreperogil,6.001,3.823,117,73
700,23,90,Torres,1.230,916,19,5
701,23,91,Torres de Albánchez,683,440,3,2
702,23,92,Úbeda,27.732,17.003,346,275
703,23,93,Valdepeñas de Jaén,3.157,2.029,69,34
704,23,94,Vilches,3.750,2.646,60,38
705,23,95,Villacarrillo,8.586,5.286,77,38
706,23,96,Villanueva de la Reina,2.579,1.862,54,23
707,23,97,Villanueva del Arzobispo,6.344,3.454,48,26
708,23,98,Villardompardo,834,659,12,3
709,23,101,Villarrodrigo,354,216,3,0
710,23,903,Villatorres,3.489,2.273,28,16
711,23,990,Residentes Ausentes Jaén,12.437,408,1,4
713,21,1,Alájar,609,389,10,6
714,21,2,Aljaraque,15.805,9.292,157,141
715,21,4,Almonaster la Real,1.590,844,34,24
716,21,5,Almonte,15.663,7.787,197,138
717,21,6,Alosno,3.334,1.946,65,26
718,21,7,Aracena,6.320,3.716,106,78
719,21,8,Aroche,2.623,1.396,36,24
720,21,9,Arroyomolinos de León,856,413,19,2
721,21,10,Ayamonte,14.957,7.264,114,170
722,21,11,Beas,3.444,2.117,34,38
723,21,12,Berrocal,288,206,10,1
724,21,13,Bollullos Par del Condado,10.595,5.928,172,80
725,21,14,Bonares,4.044,2.822,97,25
726,21,15,Cabezas Rubias,646,286,5,19
727,21,16,Cala,998,553,39,7
728,21,17,Calañas,3.473,1.920,50,23
729,21,19,Campofrío,590,356,22,6
730,21,20,Cañaveral de León,356,212,2,3
731,21,21,Cartaya,12.370,6.609,135,100
732,21,22,Castaño del Robledo,183,124,5,5
733,21,30,Chucena,1.845,1.411,42,8
734,21,24,Corteconcepción,460,273,11,7
735,21,25,Cortegana,3.919,2.172,56,27
736,21,26,Cortelazor,252,150,7,0
737,21,27,Cumbres de Enmedio,48,37,2,0
738,21,28,Cumbres de San Bartolomé,359,248,11,0
739,21,29,Cumbres Mayores,1.513,904,52,16
740,21,3,El Almendro,679,429,12,12
741,21,18,El Campillo,1.728,921,27,15
742,21,23,El Cerro de Andévalo,2.046,1.090,26,12
743,21,37,El Granado,459,306,6,4
744,21,31,Encinasola,1.165,652,36,5
745,21,32,Escacena del Campo,1.799,1.089,48,4
746,21,33,Fuenteheridos,536,341,6,3
747,21,34,Galaroza,1.176,682,27,2
748,21,35,Gibraleón,9.700,5.202,113,94
749,21,38,Higuera de la Sierra,1.073,581,23,9
750,21,39,Hinojales,301,187,6,2
751,21,40,Hinojos,3.162,1.930,85,29
752,21,41,Huelva,113.161,61.286,1.127,1.075
753,21,42,Isla Cristina,15.518,6.488,124,150
754,21,43,Jabugo,1.870,1.208,48,28
755,21,36,La Granada de Río-Tinto,203,122,5,0
756,21,51,La Nava,198,146,4,3
757,21,54,La Palma del Condado,8.157,5.389,129,44
758,21,44,Lepe,17.776,9.459,174,147
759,21,45,Linares de la Sierra,233,141,1,2
760,21,48,Los Marines,314,185,1,7
761,21,46,Lucena del Puerto,1.715,1.151,33,22
762,21,47,Manzanilla,1.875,939,46,7
763,21,49,Minas de Riotinto,3.291,1.718,74,20
764,21,50,Moguer,12.464,7.290,146,122
765,21,52,Nerva,4.427,2.233,84,29
766,21,53,Niebla,3.284,1.939,62,28
767,21,55,Palos de la Frontera,7.166,4.611,70,45
768,21,56,Paterna del Campo,2.920,1.817,127,25
769,21,57,Paymogo,992,501,10,9
770,21,58,Puebla de Guzmán,2.545,1.614,34,40
771,21,59,Puerto Moral,220,169,12,3
772,21,60,Punta Umbría,12.178,6.638,119,121
773,21,61,Rociana del Condado,5.059,2.821,70,46
774,21,62,Rosal de la Frontera,1.365,720,9,11
775,21,63,San Bartolomé de la Torre,2.615,1.747,58,29
776,21,64,San Juan del Puerto,6.605,3.849,105,83
777,21,66,San Silvestre de Guzmán,499,367,9,3
778,21,65,Sanlúcar de Guadiana,251,144,0,0
779,21,67,Santa Ana la Real,406,261,8,5
780,21,68,Santa Bárbara de Casa,950,495,11,8
781,21,69,Santa Olalla del Cala,1.668,929,23,17
782,21,70,Trigueros,6.240,3.444,92,85
783,21,71,Valdelarco,216,129,7,5
784,21,72,Valverde del Camino,10.192,6.747,215,134
785,21,73,Villablanca,1.889,889,29,12
786,21,74,Villalba del Alcor,2.670,1.625,37,18
787,21,75,Villanueva de las Cruces,339,226,11,0
788,21,76,Villanueva de los Castillejos,2.145,1.239,38,24
789,21,77,Villarrasa,1.708,1.103,34,14
790,21,78,Zalamea la Real,2.650,1.509,42,27
791,21,79,Zufre,700,398,9,8
792,21,990,Residentes Ausentes Huelva,7.339,215,22,2
